ted Kingdom
S0036017,P0062,Synthetic fixture product,3,2023-08-12 12:00:00,9.46,SYN0036,United Kingdom
S0106010,P0052,Synthetic fixture product,1,2023-08-12 12:00:00,8.67,SYN0106,Germany
S0049008,P0049,Synthetic fixture product,2,2023-08-13 10:00:00,28.05,SYN0049,France
S0072011,P0072,Synthetic fixture product,4,2023-08-13 10:00:00,15.9,SYN0072,United Kingdom
S0006017,P0006,Synthetic fixture product,6,2023-08-13 10:00:00,11.61,SYN0006,Germany
S0081008,P0001,Synthetic fixture product,1,2023-08-13 10:00:00,15.9,SYN0081,France
S0100014,P0020,Synthetic fixture product,2,2023-08-13 10:00:00,21.46,SYN0100,United Kingdom
S0103012,P0023,Synthetic fixture product,6,2023-08-13 10:00:00,6.47,SYN0103,Netherlands
S0006017,P0019,Synthetic fixture product,2,2023-08-13 11:00:00,10.8,SYN0006,Germany
S0103012,P0036,Synthetic fixture product,3,2023-08-13 11:00:00,7.15,SYN0103,Netherlands
S0081008,P0014,Synthetic fixture product,5,2023-08-13 11:00:00,24.34,SYN0081,France
S0072011,P0005,Synthetic fixture product,2,2023-08-13 11:00:00,16.4,SYN0072,United Kingdom
S0006017,P0032,Synthetic fixture product,4,2023-08-13 12:00:00,16.2,SYN0006,Germany
S0072011,P0018,Synthetic fixture product,5,2023-08-13 12:00:00,11.04,SYN0072,United Kingdom
S0081008,P0027,Synthetic fixture product,2,2023-08-13 12:00:00,19.24,SYN0081,France
S0011012,P0011,Synthetic fixture product,3,2023-08-14 10:00:00,22.87,SYN0011,Netherlands
S0084007,P0004,Synthetic fixture product,1,2023-08-14 10:00:00,26.92,SYN0084,United Kingdom
S0043010,P0043,Synthetic fixture product,4,2023-08-14 10:00:00,18.15,SYN0043,Netherlands
S0010013,P0010,Synthetic fixture product,5,2023-08-14 10:00:00,14.26,SYN0010,Germany
S0035017,P0035,Synthetic fixture product,3,2023-08-14 10:00:00,6.96,SYN0035,Netherlands
S0064022,P0064,Synthetic fixture product,5,2023-08-14 10:00:00,17.8,SYN0064,United Kingdom
S0059006,P0059,Synthetic fixture product,6,2023-08-14 10:00:00,15.08,SYN0059,Netherlands
S0062030,P0062,Synthetic fixture product,6,2023-08-14 10:00:00,23.35,SYN0062,Germany
S0099016,P0019,Synthetic fixture product,6,2023-08-14 10:00:00,27.9,SYN0099,Netherlands
S0093030,P0013,Synthetic fixture product,2,2023-08-14 10:00:00,20.16,SYN0093,France
S0041013,P0041,Synthetic fixture product,3,2023-08-14 10:00:00,18.89,SYN0041,France
S0064022,P0077,Synthetic fixture product,3,2023-08-14 11:00:00,17.48,SYN0064,United Kingdom
S0099016,P0032,Synthetic fixture product,6,2023-08-14 11:00:00,28.03,SYN0099,Netherlands
S0043010,P0056,Synthetic fixture product,5,2023-08-14 11:00:00,19.67,SYN0043,Netherlands
S0084007,P0017,Synthetic fixture product,3,2023-08-14 11:00:00,31.25,SYN0084,United Kingdom
S0035017,P0048,Synthetic fixture product,1,2023-08-14 11:00:00,12.6,SYN0035,Netherlands
S0010013,P0023,Synthetic fixture product,3,2023-08-14 11:00:00,14.18,SYN0010,Germany
S0059006,P0072,Synthetic fixture product,2,2023-08-14 11:00:00,17.75,SYN0059,Netherlands
S0062030,P0075,Synthetic fixture product,6,2023-08-14 11:00:00,15.59,SYN0062,Germany
S0011012,P0024,Synthetic fixture product,4,2023-08-14 11:00:00,25.36,SYN0011,Netherlands
S0064022,P0010,Synthetic fixture product,1,2023-08-14 12:00:00,22.21,SYN0064,United Kingdom
S0010013,P0036,Synthetic fixture product,2,2023-08-14 12:00:00,18.67,SYN0010,Germany
S0062030,P0008,Synthetic fixture product,4,2023-08-14 12:00:00,20.53,SYN0062,Germany
S0011012,P0037,Synthetic fixture product,4,2023-08-14 12:00:00,18.88,SYN0011,Netherlands
S0059006,P0005,Synthetic fixture product,6,2023-08-14 12:00:00,14.72,SYN0059,Netherlands
S0043010,P0069,Synthetic fixture product,5,2023-08-14 12:00:00,13.1,SYN0043,Netherlands
S0061005,P0061,Synthetic fixture product,4,2023-08-15 10:00:00,16.37,SYN0061,France
S0105011,P0025,Synthetic fixture product,4,2023-08-15 10:00:00,12.71,SYN0105,France
S0050008,P0050,Synthetic fixture product,6,2023-08-15 10:00:00,31.69,SYN0050,Germany
S0102013,P0022,Synthetic fixture product,5,2023-08-15 10:00:00,10.17,SYN0102,Germany
S0066020,P0066,Synthetic fixture product,1,2023-08-15 10:00:00,24.66,SYN0066,Germany
S0050008,P0063,Synthetic fixture product,3,2023-08-15 11:00:00,27.69,SYN0050,Germany
S0102013,P0035,Synthetic fixture product,4,2023-08-15 11:00:00,10.42,SYN0102,Germany
S0066020,P0079,Synthetic fixture product,6,2023-08-15 11:00:00,25.54,SYN0066,Germany
S0105011,P0038,Synthetic fixture product,3,2023-08-15 11:00:00,10.21,SYN0105,France
S0105011,P0051,Synthetic fixture product,5,2023-08-15 12:00:00,14.77,SYN0105,France
S0066020,P0012,Synthetic fixture product,2,2023-08-15 12:00:00,16.68,SYN0066,Germany
S0090006,P0010,Synthetic fixture product,3,2023-08-16 10:00:00,17.49,SYN0090,Germany
S0047009,P0047,Synthetic fixture product,6,2023-08-16 10:00:00,18.87,SYN0047,Netherlands
S0088006,P0008,Synthetic fixture product,4,2023-08-16 10:00:00,13.29,SYN0088,United Kingdom
S0016009,P0016,Synthetic fixture product,4,2023-08-16 10:00:00,17.54,SYN0016,United Kingdom
S0095022,P0015,Synthetic fixture product,3,2023-08-16 10:00:00,12.68,SYN0095,Netherlands
S0046009,P0046,Synthetic fixture product,4,2023-08-16 10:00:00,15.24,SYN0046,Germany
S0044011,P0044,Synthetic fixture product,2,2023-08-16 10:00:00,16.74,SYN0044,United Kingdom
S0031027,P0031,Synthetic fixture product,6,2023-08-16 10:00:00,22.19,SYN0031,Netherlands
S0016009,P0029,Synthetic fixture product,2,2023-08-16 11:00:00,22.24,SYN0016,United Kingdom
S0047009,P0060,Synthetic fixture product,2,2023-08-16 11:00:00,20.85,SYN0047,Netherlands
S0046009,P0059,Synthetic fixture product,3,2023-08-16 11:00:00,16.86,SYN0046,Germany
S0088006,P0021,Synthetic fixture product,5,2023-08-16 11:00:00,9.94,SYN0088,United Kingdom
S0031027,P0044,Synthetic fixture product,2,2023-08-16 11:00:00,26.84,SYN0031,Netherlands
S0044011,P0057,Synthetic fixture product,2,2023-08-16 11:00:00,21.81,SYN0044,United Kingdom
S0047009,P0073,Synthetic fixture product,1,2023-08-16 12:00:00,26.44,SYN0047,Netherlands
S0003019,P0003,Synthetic fixture product,6,2023-08-17 10:00:00,9.84,SYN0003,Netherlands
S0045009,P0045,Synthetic fixture product,2,2023-08-17 10:00:00,19.06,SYN0045,France
S0008014,P0008,Synthetic fixture product,3,2023-08-17 10:00:00,19.51,SYN0008,United Kingdom
S0002023,P0002,Synthetic fixture product,6,2023-08-17 10:00:00,12.46,SYN0002,Germany
S0056006,P0056,Synthetic fixture product,6,2023-08-17 10:00:00,17.76,SYN0056,United Kingdom
S0030005,P0030,Synthetic fixture product,6,2023-08-17 10:00:00,19.13,SYN0030,Germany
S0000032,P0000,Synthetic fixture product,5,2023-08-17 10:00:00,7.63,SYN0000,United Kingdom
S0024007,P0024,Synthetic fixture product,3,2023-08-17 10:00:00,15.11,SYN0024,United Kingdom
S0032026,P0032,Synthetic fixture product,6,2023-08-17 10:00:00,28.38,SYN0032,United Kingdom
S0024007,P0037,Synthetic fixture product,1,2023-08-17 11:00:00,13.68,SYN0024,United Kingdom
S0030005,P0043,Synthetic fixture product,2,2023-08-17 11:00:00,19.65,SYN0030,Germany
S0003019,P0016,Synthetic fixture product,1,2023-08-17 11:00:00,10.05,SYN0003,Netherlands
S0032026,P0045,Synthetic fixture product,5,2023-08-17 11:00:00,30.69,SYN0032,United Kingdom
S0008014,P0021,Synthetic fixture product,4,2023-08-17 11:00:00,19.97,SYN0008,United Kingdom
S0000032,P0013,Synthetic fixture product,4,2023-08-17 11:00:00,6.09,SYN0000,United Kingdom
S0056006,P0069,Synthetic fixture product,5,2023-08-17 11:00:00,10.38,SYN0056,United Kingdom
S0002023,P0015,Synthetic fixture product,6,2023-08-17 11:00:00,10.36,SYN0002,Germany
S0030005,P0056,Synthetic fixture product,5,2023-08-17 12:00:00,23.61,SYN0030,Germany
S0056006,P0002,Synthetic fixture product,6,2023-08-17 12:00:00,14.51,SYN0056,United Kingdom
S0000032,P0026,Synthetic fixture product,3,2023-08-17 12:00:00,10.99,SYN0000,United Kingdom
S0107010,P0027,Synthetic fixture product,1,2023-08-18 10:00:00,15.51,SYN0107,Netherlands
S0063027,P0063,Synthetic fixture product,1,2023-08-18 10:00:00,18.9,SYN0063,Netherlands
S0067017,P0067,Synthetic fixture product,5,2023-08-18 10:00:00,32.71,SYN0067,Netherlands
S0116007,P0036,Synthetic fixture product,1,2023-08-18 10:00:00,28.52,SYN0116,United Kingdom
S0053007,P0053,Synthetic fixture product,5,2023-08-18 10:00:00,13.07,SYN0053,France
S0092006,P0012,Synthetic fixture product,2,2023-08-18 10:00:00,12.34,SYN0092,United Kingdom
S0001027,P0001,Synthetic fixture product,5,2023-08-18 10:00:00,6.72,SYN0001,France
S0096019,P0016,Synthetic fixture product,6,2023-08-18 10:00:00,21.26,SYN0096,United Kingdom
S0068017,P0068,Synthetic fixture product,4,2023-08-18 10:00:00,7.31,SYN0068,United Kingdom
S0097017,P0017,Synthetic fixture product,1,2023-08-18 10:00:00,19.48,SYN0097,France
S0055006,P0055,Synthetic fixture product,3,2023-08-18 10:00:00,9.34,SYN0055,Netherlands
S0068017,P0001,Synthetic fixture product,2,2023-08-18 11:00:00,6.13,SYN0068,United Kingdom
S0092006,P0025,Synthetic fixture product,2,2023-08-18 11:00:00,12.8,SYN0092,United Kingdom
S0055006,P0068,Synthetic fixture product,1,2023-08-18 11:00:00,9.24,SYN0055,Netherlands
S0096019,P0029,Synthetic fixture product,3,2023-08-18 11:00:00,20.62,SYN0096,United Kingdom
S0001027,P0014,Synthetic fixture product,3,2023-08-18 11:00:00,7.22,SYN0001,France
S0092006,P0038,Synthetic fixture product,2,2023-08-18 12:00:00,19.68,SYN0092,United Kingdom
S0094027,P0014,Synthetic fixture product,1,2023-08-19 10:00:00,18.83,SYN0094,Germany
S0038014,P0038,Synthetic fixture product,6,2023-08-19 10:00:00,13.39,SYN0038,Germany
S0071014,P0071,Synthetic fixture product,4,2023-08-19 10:00:00,10.8,SYN0071,Netherlands
S0012010,P0012,Synthetic fixture product,5,2023-08-19 10:00:00,24.68,SYN0012,United Kingdom
S0052008,P0052,Synthetic fixture product,3,2023-08-19 10:00:00,6.7,SYN0052,United Kingdom
S0112008,P0032,Synthetic fixture product,2,2023-08-19 10:00:00,22.14,SYN0112,United Kingdom
S0070014,P0070,Synthetic fixture product,1,2023-08-19 10:00:00,8.3,SYN0070,Germany
S0048009,P0048,Synthetic fixture product,1,2023-08-19 10:00:00,16.33,SYN0048,United Kingdom
S0025006,P0025,Synthetic fixture product,3,2023-08-19 10:00:00,17.38,SYN0025,France
S0034020,P0034,Synthetic fixture product,1,2023-08-19 10:00:00,9.91,SYN0034,Germany
S0071014,P0004,Synthetic fixture product,2,2023-08-19 11:00:00,12.24,SYN0071,Netherlands
S0012010,P0025,Synthetic fixture product,1,2023-08-19 11:00:00,20.39,SYN0012,United Kingdom
S0094027,P0027,Synthetic fixture product,6,2023-08-19 11:00:00,12.73,SYN0094,Germany
S0038014,P0051,Synthetic fixture product,5,2023-08-19 11:00:00,13.37,SYN0038,Germany
S0025006,P0038,Synthetic fixture product,4,2023-08-19 11:00:00,12.42,SYN0025,France
S0083007,P0003,Synthetic fixture product,5,2023-08-20 10:00:00,18.12,SYN0083,Netherlands
S0079009,P0079,Synthetic fixture product,3,2023-08-20 10:00:00,19.66,SYN0079,Netherlands
S0082007,P0002,Synthetic fixture product,2,2023-08-20 10:00:00,23.11,SYN0082,Germany
S0021007,P0021,Synthetic fixture product,4,2023-08-20 10:00:00,15.12,SYN0021,France
S0014009,P0014,Synthetic fixture product,3,2023-08-20 10:00:00,19.36,SYN0014,Germany
S0104012,P0024,Synthetic fixture product,6,2023-08-20 10:00:00,7.9,SYN0104,United Kingdom
S0033022,P0033,Synthetic fixture product,5,2023-08-20 10:00:00,21.27,SYN0033,France
S0069015,P0069,Synthetic fixture product,5,2023-08-20 10:00:00,8.85,SYN0069,France
S0098018,P0018,Synthetic fixture product,1,2023-08-20 10:00:00,27.77,SYN0098,Germany
S0004020,P0004,Synthetic fixture product,2,2023-08-20 10:00:00,12.52,SYN0004,United Kingdom
S0079009,P0012,Synthetic fixture product,3,2023-08-20 11:00:00,20.28,SYN0079,Netherlands
S0033022,P0046,Synthetic fixture product,6,2023-08-20 11:00:00,25.27,SYN0033,France
S0098018,P0031,Synthetic fixture product,6,2023-08-20 11:00:00,27.66,SYN0098,Germany
S0082007,P0015,Synthetic fixture product,2,2023-08-20 11:00:00,23.72,SYN0082,Germany
S0014009,P0027,Synthetic fixture product,2,2023-08-20 11:00:00,23.16,SYN0014,Germany
S0104012,P0037,Synthetic fixture product,1,2023-08-20 11:00:00,11.2,SYN0104,United Kingdom
S0021007,P0034,Synthetic fixture product,6,2023-08-20 11:00:00,15.66,SYN0021,France
S0082007,P0028,Synthetic fixture product,6,2023-08-20 12:00:00,26.4,SYN0082,Germany
S0104012,P0050,Synthetic fixture product,3,2023-08-20 12:00:00,7.59,SYN0104,United Kingdom
S0014009,P0040,Synthetic fixture product,5,2023-08-20 12:00:00,26.95,SYN0014,Germany
S0098018,P0044,Synthetic fixture product,5,2023-08-20 12:00:00,24.26,SYN0098,Germany
S0093031,P0013,Synthetic fixture product,1,2023-08-21 10:00:00,15.75,SYN0093,France
S0057007,P0057,Synthetic fixture product,3,2023-08-21 10:00:00,19.59,SYN0057,France
S0037016,P0037,Synthetic fixture product,1,2023-08-21 10:00:00,12.29,SYN0037,France
S0062031,P0062,Synthetic fixture product,5,2023-08-21 10:00:00,20.23,SYN0062,Germany
S0057007,P0070,Synthetic fixture product,2,2023-08-21 11:00:00,16.84,SYN0057,France
S0037016,P0050,Synthetic fixture product,2,2023-08-21 11:00:00,13.5,SYN0037,France
S0093031,P0026,Synthetic fixture product,6,2023-08-21 11:00:00,15.74,SYN0093,France
S0037016,P0063,Synthetic fixture product,5,2023-08-21 12:00:00,14.57,SYN0037,France
S0007014,P0007,Synthetic fixture product,1,2023-08-22 10:00:00,14.14,SYN0007,Netherlands
S0076011,P0076,Synthetic fixture product,6,2023-08-22 10:00:00,14.27,SYN0076,United Kingdom
S0065021,P0065,Synthetic fixture product,6,2023-08-22 10:00:00,19.71,SYN0065,France
S0065021,P0078,Synthetic fixture product,3,2023-08-22 11:00:00,25.96,SYN0065,France
S0065021,P0011,Synthetic fixture product,5,2023-08-22 12:00:00,27.24,SYN0065,France
S0091006,P0011,Synthetic fixture product,5,2023-08-23 10:00:00,15.32,SYN0091,Netherlands
S0101015,P0021,Synthetic fixture product,2,2023-08-23 10:00:00,30.53,SYN0101,France
S0031028,P0031,Synthetic fixture product,5,2023-08-23 10:00:00,28.18,SYN0031,Netherlands
S0005018,P0005,Synthetic fixture product,1,2023-08-23 10:00:00,16.17,SYN0005,France
S0064023,P0064,Synthetic fixture product,6,2023-08-23 10:00:00,16.03,SYN0064,United Kingdom
S0091006,P0024,Synthetic fixture product,5,2023-08-23 11:00:00,10.02,SYN0091,Netherlands
S0031028,P0044,Synthetic fixture product,2,2023-08-23 11:00:00,23.81,SYN0031,Netherlands
S0101015,P0034,Synthetic fixture product,4,2023-08-23 11:00:00,17.57,SYN0101,France
S0005018,P0018,Synthetic fixture product,6,2023-08-23 11:00:00,18.07,SYN0005,France
S0005018,P0031,Synthetic fixture product,3,2023-08-23 12:00:00,13.33,SYN0005,France
S0101015,P0047,Synthetic fixture product,6,2023-08-23 12:00:00,33.47,SYN0101,France
S0031028,P0057,Synthetic fixture product,1,2023-08-23 12:00:00,22.68,SYN0031,Netherlands
S0118007,P0038,Synthetic fixture product,3,2023-08-24 10:00:00,31.71,SYN0118,Germany
S0073012,P0073,Synthetic fixture product,1,2023-08-24 10:00:00,10.47,SYN0073,France
S0115007,P0035,Synthetic fixture product,1,2023-08-24 10:00:00,24.18,SYN0115,Netherlands
S0036018,P0036,Synthetic fixture product,1,2023-08-24 10:00:00,8.22,SYN0036,United Kingdom
S0039015,P0039,Synthetic fixture product,6,2023-08-24 10:00:00,14.84,SYN0039,Netherlands
S0000033,P0000,Synthetic fixture product,1,2023-08-24 10:00:00,10.69,SYN0000,United Kingdom
S0118007,P0051,Synthetic fixture product,3,2023-08-24 11:00:00,30.65,SYN0118,Germany
S0115007,P0048,Synthetic fixture product,4,2023-08-24 11:00:00,23.61,SYN0115,Netherlands
S0073012,P0006,Synthetic fixture product,4,2023-08-24 11:00:00,16.15,SYN0073,France
S0118007,P0064,Synthetic fixture product,4,2023-08-24 12:00:00,20.54,SYN0118,Germany
S0115007,P0061,Synthetic fixture product,3,2023-08-24 12:00:00,23.88,SYN0115,Netherlands
S0009013,P0009,Synthetic fixture product,4,2023-08-25 10:00:00,23.24,SYN0009,France
S0095023,P0015,Synthetic fixture product,6,2023-08-25 10:00:00,20.74,SYN0095,Netherlands
S0032027,P0032,Synthetic fixture product,6,2023-08-25 10:00:00,31.73,SYN0032,United Kingdom
S0040013,P0040,Synthetic fixture product,4,2023-08-25 10:00:00,17.9,SYN0040,United Kingdom
S0075011,P0075,Synthetic fixture product,1,2023-08-25 10:00:00,10.7,SYN0075,Netherlands
S0035018,P0035,Synthetic fixture product,5,2023-08-25 10:00:00,11.8,SYN0035,Netherlands
S0032027,P0045,Synthetic fixture product,2,2023-08-25 11:00:00,17.36,SYN0032,United Kingdom
S0075011,P0008,Synthetic fixture product,5,2023-08-25 11:00:00,15.28,SYN0075,Netherlands
S0040013,P0053,Synthetic fixture product,5,2023-08-25 11:00:00,15.14,SYN0040,United Kingdom
S0009013,P0022,Synthetic fixture product,6,2023-08-25 11:00:00,12.75,SYN0009,France
S0095023,P0028,Synthetic fixture product,6,2023-08-25 11:00:00,24.58,SYN0095,Netherlands
S0035018,P0048,Synthetic fixture product,3,2023-08-25 11:00:00,9.34,SYN0035,Netherlands
S0035018,P0061,Synthetic fixture product,5,2023-08-25 12:00:00,6.85,SYN0035,Netherlands
S0032027,P0058,Synthetic fixture product,4,2023-08-25 12:00:00,29.78,SYN0032,United Kingdom
S0075011,P0021,Synthetic fixture product,5,2023-08-25 12:00:00,15.33,SYN0075,Netherlands
S0040013,P0066,Synthetic fixture product,1,2023-08-25 12:00:00,16.63,SYN0040,United Kingdom
S0013010,P0013,Synthetic fixture product,2,2023-08-26 10:00:00,21.48,SYN0013,France
S0063028,P0063,Synthetic fixture product,2,2023-08-26 10:00:00,17.46,SYN0063,Netherlands
S0066021,P0066,Synthetic fixture product,4,2023-08-26 10:00:00,24.1,SYN0066,Germany
S0002024,P0002,Synthetic fixture product,1,2023-08-26 10:00:00,13.91,SYN0002,Germany
S0001028,P0001,Synthetic fixture product,4,2023-08-26 10:00:00,11.5,SYN0001,France
S0020008,P0020,Synthetic fixture product,1,2023-08-26 10:00:00,13.15,SYN0020,United Kingdom
S0006018,P0006,Synthetic fixture product,2,2023-08-26 10:00:00,14.82,SYN0006,Germany
S0002024,P0015,Synthetic fixture product,3,2023-08-26 11:00:00,12.02,SYN0002,Germany
S0001028,P0014,Synthetic fixture product,2,2023-08-26 11:00:00,7.21,SYN0001,France
S0063028,P0076,Synthetic fixture product,3,2023-08-26 11:00:00,26.03,SYN0063,Netherlands
S0020008,P0033,Synthetic fixture product,4,2023-08-26 11:00:00,15.21,SYN0020,United Kingdom
S0013010,P0026,Synthetic fixture product,2,2023-08-26 11:00:00,20.94,SYN0013,France
S0001028,P0027,Synthetic fixture product,2,2023-08-26 12:00:00,12.1,SYN0001,France
S0002024,P0028,Synthetic fixture product,6,2023-08-26 12:00:00,7.83,SYN0002,Germany
S0013010,P0039,Synthetic fixture product,2,2023-08-26 12:00:00,24.58,SYN0013,France
S0003020,P0003,Synthetic fixture product,4,2023-08-27 10:00:00,12.4,SYN0003,Netherlands
S0086007,P0006,Synthetic fixture product,2,2023-08-27 10:00:00,7.8,SYN0086,Germany
S0099017,P0019,Synthetic fixture product,3,2023-08-27 10:00:00,26.04,SYN0099,Netherlands
S0042012,P0042,Synthetic fixture product,2,2023-08-27 10:00:00,22.09,SYN0042,Germany
S0110009,P0030,Synthetic fixture product,4,2023-08-27 10:00:00,21.03,SYN0110,Germany
S0085007,P0005,Synthetic fixture product,2,2023-08-27 10:00:00,8.21,SYN0085,France
S0027006,P0027,Synthetic fixture product,5,2023-08-27 10:00:00,18.5,SYN0027,Netherlands
S0074012,P0074,Synthetic fixture product,4,2023-08-27 10:00:00,13.01,SYN0074,Germany
S0100015,P0020,Synthetic fixture product,4,2023-08-27 10:00:00,25.24,SYN0100,United Kingdom
S0094028,P0014,Synthetic fixture product,2,2023-08-27 10:00:00,20.51,SYN0094,Germany
S0094028,P0027,Synthetic fixture product,5,2023-08-27 11:00:00,19.83,SYN0094,Germany
S0110009,P0043,Synthetic fixture product,2,2023-08-27 11:00:00,14.29,SYN0110,Germany
S0085007,P0018,Synthetic fixture product,1,2023-08-27 11:00:00,10.87,SYN0085,France
S0100015,P0033,Synthetic fixture product,2,2023-08-27 11:00:00,23.54,SYN0100,United Kingdom
S0099017,P0032,Synthetic fixture product,3,2023-08-27 11:00:00,17.16,SYN0099,Netherlands
S0003020,P0016,Synthetic fixture product,3,2023-08-27 11:00:00,12.59,SYN0003,Netherlands
S0074012,P0007,Synthetic fixture product,3,2023-08-27 11:00:00,19.3,SYN0074,Germany
S0085007,P0031,Synthetic fixture product,3,2023-08-27 12:00:00,7.41,SYN0085,France
S0094028,P0040,Synthetic fixture product,5,2023-08-27 12:00:00,14.32,SYN0094,Germany
S0099017,P0045,Synthetic fixture product,1,2023-08-27 12:00:00,27.29,SYN0099,Netherlands
S0003020,P0029,Synthetic fixture product,6,2023-08-27 12:00:00,10.85,SYN0003,Netherlands
S0110009,P0056,Synthetic fixture product,1,2023-08-27 12:00:00,22.13,SYN0110,Germany
S0074012,P0020,Synthetic fixture product,4,2023-08-27 12:00:00,11.28,SYN0074,Germany
S0096020,P0016,Synthetic fixture product,4,2023-08-28 10:00:00,17.16,SYN0096,United Kingdom
S0093032,P0013,Synthetic fixture product,5,2023-08-28 10:00:00,18.22,SYN0093,France
S0062032,P0062,Synthetic fixture product,5,2023-08-28 10:00:00,24.85,SYN0062,Germany
S0087007,P0007,Synthetic fixture product,2,2023-08-28 10:00:00,11.43,SYN0087,Netherlands
S0087007,P0020,Synthetic fixture product,2,2023-08-28 11:00:00,8.33,SYN0087,Netherlands
S0093032,P0026,Synthetic fixture product,5,2023-08-28 11:00:00,13.26,SYN0093,France
S0096020,P0029,Synthetic fixture product,1,2023-08-28 11:00:00,21.57,SYN0096,United Kingdom
S0062032,P0075,Synthetic fixture product,6,2023-08-28 11:00:00,18.37,SYN0062,Germany
S0093032,P0039,Synthetic fixture product,3,2023-08-28 12:00:00,16.1,SYN0093,France
S0096020,P0042,Synthetic fixture product,6,2023-08-28 12:00:00,22.22,SYN0096,United Kingdom
S0033023,P0033,Synthetic fixture product,1,2023-08-29 10:00:00,23.92,SYN0033,France
S0097018,P0017,Synthetic fixture product,1,2023-08-29 10:00:00,24.98,SYN0097,France
S0015010,P0015,Synthetic fixture product,1,2023-08-29 10:00:00,23.93,SYN0015,Netherlands
S0034021,P0034,Synthetic fixture product,1,2023-08-29 10:00:00,9.27,SYN0034,Germany
S0114007,P0034,Synthetic fixture product,6,2023-08-29 10:00:00,21.83,SYN0114,Germany
S0080009,P0000,Synthetic fixture product,3,2023-08-29 10:00:00,18.81,SYN0080,United Kingdom
S0109010,P0029,Synthetic fixture product,1,2023-08-29 10:00:00,15.05,SYN0109,France
S0034021,P0047,Synthetic fixture product,1,2023-08-29 11:00:00,5.79,SYN0034,Germany
S0109010,P0042,Synthetic fixture product,5,2023-08-29 11:00:00,13.37,SYN0109,France
S0097018,P0030,Synthetic fixture product,5,2023-08-29 11:00:00,19.26,SYN0097,France
S0033023,P0046,Synthetic fixture product,1,2023-08-29 11:00:00,32.43,SYN0033,France
S0080009,P0013,Synthetic fixture product,6,2023-08-29 11:00:00,17.31,SYN0080,United Kingdom
S0114007,P0047,Synthetic fixture product,1,2023-08-29 11:00:00,17.92,SYN0114,Germany
S0015010,P0028,Synthetic fixture product,4,2023-08-29 11:00:00,22.84,SYN0015,Netherlands
S0109010,P0055,Synthetic fixture product,6,2023-08-29 12:00:00,13.95,SYN0109,France
S0080009,P0026,Synthetic fixture product,6,2023-08-29 12:00:00,24.44,SYN0080,United Kingdom
S0033023,P0059,Synthetic fixture product,5,2023-08-29 12:00:00,33.12,SYN0033,France
S0067018,P0067,Synthetic fixture product,5,2023-08-30 10:00:00,27.75,SYN0067,Netherlands
S0078010,P0078,Synthetic fixture product,4,2023-08-30 10:00:00,21.25,SYN0078,Germany
S0072012,P0072,Synthetic fixture product,5,2023-08-30 10:00:00,14.63,SYN0072,United Kingdom
S0031029,P0031,Synthetic fixture product,5,2023-08-30 10:00:00,23.09,SYN0031,Netherlands
S0103013,P0023,Synthetic fixture product,1,2023-08-30 10:00:00,9.89,SYN0103,Netherlands
S0103013,P0036,Synthetic fixture product,2,2023-08-30 11:00:00,11.89,SYN0103,Netherlands
S0078010,P0011,Synthetic fixture product,5,2023-08-30 11:00:00,18.33,SYN0078,Germany
S0067018,P0000,Synthetic fixture product,5,2023-08-30 11:00:00,24.86,SYN0067,Netherlands
S0103013,P0049,Synthetic fixture product,5,2023-08-30 12:00:00,10.3,SYN0103,Netherlands
S0068018,P0068,Synthetic fixture product,6,2023-08-31 10:00:00,9.59,SYN0068,United Kingdom
S0102014,P0022,Synthetic fixture product,3,2023-08-31 10:00:00,8.15,SYN0102,Germany
S0000034,P0000,Synthetic fixture product,3,2023-08-31 10:00:00,7.09,SYN0000,United Kingdom
S0010014,P0010,Synthetic fixture product,6,2023-08-31 10:00:00,24.61,SYN0010,Germany
S0017009,P0017,Synthetic fixture product,6,2023-08-31 10:00:00,10.89,SYN0017,France
S0113008,P0033,Synthetic fixture product,5,2023-08-31 10:00:00,16.1,SYN0113,France
S0004021,P0004,Synthetic fixture product,2,2023-08-31 10:00:00,13.33,SYN0004,United Kingdom
S0041014,P0041,Synthetic fixture product,5,2023-08-31 10:00:00,17.48,SYN0041,France
S0060006,P0060,Synthetic fixture product,4,2023-08-31 10:00:00,14.31,SYN0060,United Kingdom
S0102014,P0035,Synthetic fixture product,5,2023-08-31 11:00:00,6.27,SYN0102,Germany
S0004021,P0017,Synthetic fixture product,5,2023-08-31 11:00:00,9.11,SYN0004,United Kingdom
S0068018,P0001,Synthetic fixture product,1,2023-08-31 11:00:00,10.73,SYN0068,United Kingdom
S0113008,P0046,Synthetic fixture product,3,2023-08-31 11:00:00,26.19,SYN0113,France
S0017009,P0030,Synthetic fixture product,1,2023-08-31 11:00:00,7.8,SYN0017,France
S0041014,P0054,Synthetic fixture product,2,2023-08-31 11:00:00,20.93,SYN0041,France
S0000034,P0013,Synthetic fixture product,5,2023-08-31 11:00:00,11.03,SYN0000,United Kingdom
S0102014,P0048,Synthetic fixture product,4,2023-08-31 12:00:00,6.48,SYN0102,Germany
S0068018,P0014,Synthetic fixture product,5,2023-08-31 12:00:00,8.5,SYN0068,United Kingdom
S0017009,P0043,Synthetic fixture product,1,2023-08-31 12:00:00,8.84,SYN0017,France
S0008015,P0008,Synthetic fixture product,5,2023-09-01 10:00:00,17.58,SYN0008,United Kingdom
